ID,Data Cadastro,Data,Fluxo,Frequência,Valor,Instituição Financeira,Provedor,Descrição,Parcelamento
26,2021-06-12,2021-08-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2021-09-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2021-10-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2021-11-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2021-12-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2022-01-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2022-02-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2022-03-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2022-04-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2022-05-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2022-06-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2022-07-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2022-08-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2022-09-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2022-10-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2022-11-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2022-12-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2023-01-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2023-02-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2023-03-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2023-04-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2023-05-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2023-06-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2023-07-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2023-08-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2023-09-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2023-10-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2023-11-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2023-12-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2024-01-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2024-02-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2024-03-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2024-04-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2024-05-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2024-06-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2024-07-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2024-08-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2024-09-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2024-10-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2024-11-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2024-12-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2025-01-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2025-02-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2025-03-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2025-04-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2025-05-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2025-06-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2025-07-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2025-08-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2025-09-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2025-10-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2025-11-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2025-12-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2026-01-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2026-02-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2026-03-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2026-04-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2026-05-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2026-06-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2026-07-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2026-08-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2026-09-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2026-10-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2026-11-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2026-12-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2027-01-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2027-02-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2027-03-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2027-04-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2027-05-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2027-06-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2027-07-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2027-08-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2027-09-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2027-10-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2027-11-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2027-12-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2028-01-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2028-02-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2028-03-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2028-04-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2028-05-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
26,2021-06-12,2028-06-12,Entrada,Múltipla Permanente,774.0,Inter,Outros,,
27,2021-06-12,2021-06-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2021-07-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2021-08-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2021-09-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2021-10-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2021-11-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2021-12-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2022-01-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2022-02-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2022-03-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2022-04-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2022-05-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2022-06-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2022-07-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2022-08-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2022-09-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2022-10-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2022-11-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2022-12-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2023-01-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2023-02-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2023-03-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2023-04-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2023-05-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2023-06-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2023-07-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2023-08-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2023-09-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2023-10-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2023-11-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2023-12-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2024-01-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2024-02-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2024-03-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2024-04-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2024-05-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2024-06-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2024-07-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2024-08-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2024-09-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2024-10-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2024-11-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2024-12-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2025-01-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2025-02-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2025-03-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2025-04-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2025-05-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2025-06-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2025-07-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2025-08-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2025-09-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2025-10-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2025-11-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2025-12-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2026-01-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2026-02-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2026-03-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2026-04-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2026-05-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2026-06-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2026-07-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2026-08-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2026-09-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
27,2021-06-12,2026-10-12,Saída,Múltipla Permanente,-14523.0,C6,Saúde,,
28,2021-06-12,2021-06-12,Saída,Antecipamento,-32.0,Nubank,Transporte,Parcela 3/15 antecipada da movimentação 24) - ,
29,2021-06-12,2021-06-12,Entrada,Antecipamento,201.0,Nubank,Outros,Parcela 2/5 antecipada da movimentação 25) - ,
